supplier,amount,department,account,cost_center,project_id,personnel,reference,tax_persentage,city,created_at,Test_category
supplier6,867177,department9,1,CC6,P0,EMP0,REF3,10,Gothenburg,2015/06/03 12:50:31,Test_category8
supplier7,839627,department5,8,CC9,P9,EMP1,REF6,25,Uppsala,2022/06/10 17:12:37,Test_category5
supplier1,192427,department5,5,CC7,P5,EMP3,REF4,10,Norrkoping,2016/08/19 08:34:09,Test_category2
supplier10,521550,department8,7,CC2,P5,EMP0,REF10,0,Skovde,2022/11/02 14:54:21,Test_category4
supplier1,694404,department9,8,CC6,P0,EMP5,REF4,0,Skovde,2015/01/06 14:55:00,Test_category0
supplier6,368443,department7,9,CC4,P8,EMP0,REF5,0,Uppsala,2020/05/31 11:18:56,Test_category2
supplier0,35512,department4,7,CC3,P7,EMP6,REF0,10,Skovde,2021/02/09 10:39:26,Test_category4
supplier1,772084,department9,10,CC3,P1,EMP5,REF9,20,Norrkoping,2020/07/15 14:51:42,Test_category3
supplier2,216854,department2,0,CC6,P5,EMP4,REF2,0,Lulea,2015/05/26 13:12:09,Test_category0
supplier4,388489,department7,7,CC5,P0,EMP3,REF10,25,Uppsala,2022/02/07 16:48:35,Test_category5
supplier1,166300,department4,5,CC7,P7,EMP3,REF5,0,Lulea,2015/12/17 14:51:45,Test_category4
supplier2,622794,department2,7,CC10,P6,EMP0,REF9,20,Malmo,2024/05/27 09:33:03,Test_category1
supplier5,743328,department5,3,CC2,P0,EMP8,REF2,25,Sundsvall,2020/04/22 08:35:39,Test_category2
supplier8,308823,department2,4,CC10,P5,EMP1,REF2,10,Lindkoping,2015/01/08 11:34:30,Test_category4
supplier3,742865,department1,3,CC7,P10,EMP10,REF1,20,Lindkoping,2022/07/11 09:54:02,Test_category5
supplier0,442108,department7,7,CC10,P3,EMP4,REF1,25,Stockholm,2019/05/12 16:54:05,Test_category1
supplier6,899478,department2,3,CC7,P0,EMP9,REF8,0,Stockholm,2021/05/29 08:07:16,Test_category5
supplier10,53714,department6,9,CC10,P10,EMP3,REF3,0,Vaxjo,2021/10/10 17:32:51,Test_category8
supplier6,848400,department4,7,CC4,P10,EMP2,REF7,0,Gothenburg,2020/01/29 17:06:44,Test_category6
supplier1,288685,department1,4,CC4,P3,EMP10,REF0,0,Vaxjo,2022/08/28 14:02:52,Test_category8
supplier7,100118,department7,7,CC0,P0,EMP8,REF5,25,Norrkoping,2016/05/14 11:38:57,Test_category2
supplier1,879749,department5,0,CC7,P8,EMP9,REF3,25,Lulea,2023/01/09 15:35:42,Test_category3
supplier3,792516,department9,4,CC0,P10,EMP6,REF6,0,Malmo,2022/07/23 08:17:53,Test_category4
supplier8,640407,department9,9,CC7,P6,EMP7,REF2,10,Malmo,2016/04/07 11:01:05,Test_category3
supplier6,521381,department5,2,CC1,P5,EMP5,REF2,25,Skovde,2015/06/24 17:12:14,Test_category8
supplier10,745057,department3,7,CC5,P6,EMP1,REF10,25,Sundsvall,2017/01/05 11:16:41,Test_category6
supplier9,527722,department9,0,CC4,P4,EMP8,REF8,25,Sundsvall,2016/11/14 15:20:32,Test_category2
supplier9,237464,department7,2,CC1,P3,EMP3,REF10,10,Gothenburg,2015/03/16 13:45:31,Test_category1
supplier5,723297,department6,7,CC2,P10,EMP3,REF6,20,Stockholm,2021/11/08 11:30:44,Test_category5
supplier9,487429,department2,9,CC4,P4,EMP4,REF0,20,Stockholm,2023/05/01 10:03:07,Test_category10
supplier8,805066,department6,10,CC9,P3,EMP2,REF3,20,Stockholm,2019/09/03 15:01:57,Test_category8
supplier2,409875,department0,0,CC6,P4,EMP1,REF6,25,Malmo,2024/10/02 13:08:21,Test_category5
supplier3,90336,department7,7,CC3,P9,EMP7,REF4,0,Lulea,2016/06/02 11:18:36,Test_category10
supplier3,640565,department0,5,CC3,P0,EMP4,REF9,0,Skovde,2020/11/15 15:25:18,Test_category3
supplier7,537447,department3,5,CC4,P2,EMP0,REF6,0,Norrkoping,2022/03/23 16:02:51,Test_category3
supplier6,389223,department2,7,CC0,P9,EMP6,REF4,0,Vaxjo,2019/10/16 14:51:48,Test_category10
supplier3,373816,department8,3,CC4,P3,EMP4,REF0,10,Gothenburg,2024/08/11 14:18:44,Test_category4
supplier1,240683,department9,2,CC3,P7,EMP6,REF8,0,Malmo,2018/05/16 09:09:36,Test_category8
supplier4,126955,department4,6,CC4,P5,EMP3,REF8,20,Uppsala,2018/06/17 09:11:03,Test_category8
supplier0,625787,department9,0,CC10,P10,EMP10,REF3,0,Malmo,2016/06/20 12:15:20,Test_category10
supplier7,245655,department8,0,CC0,P9,EMP2,REF6,20,Norrkoping,2020/01/11 12:55:00,Test_category3
supplier4,547006,department6,1,CC8,P9,EMP5,REF10,25,Malmo,2019/08/30 09:22:12,Test_category6
supplier4,831342,department4,9,CC1,P5,EMP6,REF8,20,Skovde,2020/02/01 13:42:01,Test_category3
supplier7,968857,department7,0,CC7,P1,EMP3,REF8,25,Gothenburg,2015/06/12 15:20:02,Test_category8
supplier2,295916,department0,1,CC3,P0,EMP6,REF1,20,Stockholm,2016/12/26 14:20:02,Test_category7
supplier8,936362,department7,0,CC3,P10,EMP2,REF1,0,Lulea,2024/01/06 16:19:26,Test_category2
supplier10,29659,department10,5,CC1,P4,EMP5,REF6,25,Gothenburg,2019/12/15 15:52:48,Test_category10
supplier8,12821,department8,3,CC5,P9,EMP3,REF3,25,Vaxjo,2017/05/05 09:21:21,Test_category2
supplier10,618347,department5,4,CC0,P2,EMP4,REF6,25,Uppsala,2018/05/29 14:03:01,Test_category8
supplier2,574416,department8,6,CC3,P0,EMP5,REF5,25,Skovde,2023/03/17 10:26:21,Test_category0
supplier3,173510,department7,6,CC10,P1,EMP0,REF2,25,Vaxjo,2023/06/17 08:54:17,Test_category6
supplier0,698253,department3,2,CC0,P9,EMP6,REF6,25,Vaxjo,2022/06/26 14:45:15,Test_category4
supplier6,565612,department10,2,CC8,P4,EMP8,REF10,25,Lindkoping,2023/07/04 16:39:46,Test_category3
supplier7,735931,department3,8,CC1,P7,EMP4,REF7,0,Lulea,2019/11/05 12:58:07,Test_category10
supplier1,427538,department1,5,CC5,P0,EMP10,REF2,20,Malmo,2021/08/21 16:18:52,Test_category0
supplier6,779366,department1,1,CC2,P3,EMP2,REF7,0,Malmo,2018/03/29 09:59:26,Test_category3
supplier9,668121,department3,5,CC10,P2,EMP5,REF5,10,Vaxjo,2017/05/18 15:07:24,Test_category0
supplier7,993717,department7,3,CC7,P0,EMP8,REF9,20,Malmo,2015/05/28 16:13:25,Test_category9
supplier9,770555,department3,1,CC10,P8,EMP7,REF0,0,Skovde,2015/01/16 13:07:37,Test_category10
supplier1,361118,department6,1,CC4,P6,EMP4,REF4,25,Uppsala,2017/08/07 10:43:10,Test_category10
supplier9,871537,department0,8,CC8,P3,EMP3,REF9,0,Uppsala,2017/12/27 13:19:17,Test_category5
supplier4,661251,department2,0,CC0,P5,EMP5,REF9,25,Malmo,2022/02/21 15:25:28,Test_category10
supplier7,61031,department2,3,CC5,P4,EMP5,REF0,10,Lindkoping,2024/10/02 08:08:30,Test_category10
supplier3,185352,department10,2,CC10,P10,EMP0,REF2,0,Stockholm,2018/06/05 10:56:49,Test_category0
supplier0,245123,department6,5,CC2,P8,EMP4,REF7,0,Uppsala,2023/09/09 17:10:44,Test_category10
supplier3,657670,department8,3,CC8,P10,EMP4,REF7,20,Skovde,2017/05/31 09:18:55,Test_category4
supplier6,410838,department10,4,CC0,P8,EMP4,REF9,25,Malmo,2022/02/17 15:35:05,Test_category4
supplier9,859573,department10,7,CC7,P7,EMP10,REF3,25,Lindkoping,2017/07/18 08:30:40,Test_category9
supplier9,711574,department3,8,CC4,P6,EMP9,REF0,0,Vaxjo,2015/07/16 17:45:13,Test_category9
supplier7,758608,department2,7,CC8,P2,EMP1,REF0,0,Malmo,2022/03/12 09:25:22,Test_category8
supplier3,470609,department6,1,CC8,P10,EMP1,REF4,10,Norrkoping,2017/03/01 10:24:19,Test_category4
supplier10,974150,department4,2,CC10,P4,EMP9,REF10,20,Gothenburg,2020/11/09 11:14:24,Test_category8
supplier2,582829,department1,5,CC4,P10,EMP7,REF7,10,Skovde,2018/07/01 14:13:54,Test_category0
supplier9,865700,department6,4,CC1,P2,EMP2,REF3,0,Norrkoping,2022/01/20 11:12:02,Test_category7
supplier7,120845,department5,3,CC6,P9,EMP10,REF5,10,Skovde,2024/08/03 09:16:00,Test_category3
supplier0,236971,department8,5,CC0,P7,EMP10,REF9,25,Gothenburg,2016/10/08 17:12:33,Test_category3
supplier9,219268,department2,8,CC2,P8,EMP0,REF9,10,Malmo,2019/02/22 15:42:00,Test_category4
supplier10,757918,department0,8,CC6,P10,EMP7,REF7,0,Stockholm,2020/06/07 08:39:49,Test_category4
supplier9,814200,department3,0,CC7,P8,EMP10,REF2,25,Stockholm,2023/04/06 17:22:28,Test_category4
supplier2,148016,department1,0,CC0,P9,EMP10,REF2,10,Stockholm,2023/08/08 13:25:24,Test_category2
supplier6,482674,department6,2,CC5,P3,EMP10,REF9,20,Norrkoping,2019/05/09 09:29:35,Test_category3
supplier6,92116,department10,9,CC6,P5,EMP3,REF6,0,Uppsala,2016/05/14 16:41:47,Test_category5
supplier3,715378,department0,7,CC0,P10,EMP9,REF8,20,Stockholm,2016/05/22 11:36:11,Test_category1
supplier3,594534,department3,0,CC7,P6,EMP8,REF0,0,Stockholm,2020/08/25 13:56:45,Test_category2
supplier4,692742,department7,2,CC5,P6,EMP1,REF10,10,Lulea,2017/09/06 13:24:14,Test_category8
supplier3,905441,department0,4,CC9,P2,EMP4,REF5,20,Stockholm,2021/11/04 11:58:14,Test_category2
supplier1,201834,department5,5,CC9,P1,EMP6,REF3,10,Uppsala,2016/09/24 09:07:22,Test_category10
supplier7,561766,department4,8,CC8,P6,EMP4,REF8,10,Stockholm,2022/03/23 15:23:16,Test_category8
supplier8,360390,department2,7,CC0,P0,EMP3,REF7,25,Stockholm,2015/05/12 09:33:39,Test_category4
supplier2,15970,department2,5,CC5,P8,EMP2,REF7,0,Uppsala,2016/01/21 16:07:39,Test_category7
supplier5,552266,department6,8,CC5,P1,EMP9,REF9,10,Stockholm,2015/03/12 08:19:58,Test_category2
supplier5,790340,department7,5,CC0,P6,EMP2,REF0,0,Lindkoping,2019/10/03 09:03:23,Test_category7
supplier4,153613,department0,9,CC6,P7,EMP2,REF0,10,Skovde,2017/01/03 17:45:21,Test_category5
supplier1,681788,department0,1,CC9,P4,EMP4,REF9,25,Lindkoping,2018/12/21 11:34:58,Test_category8
supplier0,248006,department10,8,CC3,P10,EMP6,REF7,10,Lulea,2017/09/16 13:58:29,Test_category8
supplier4,58224,department10,9,CC0,P2,EMP0,REF2,25,Stockholm,2017/03/29 11:07:33,Test_category0
supplier7,209203,department1,5,CC3,P7,EMP9,REF3,20,Lindkoping,2020/12/20 15:00:00,Test_category9
supplier8,151791,department2,10,CC1,P7,EMP1,REF5,10,Skovde,2015/08/22 14:41:57,Test_category8
supplier1,189808,department9,2,CC3,P8,EMP5,REF0,0,Sundsvall,2019/02/28 16:09:35,Test_category10
supplier9,61442,department10,1,CC10,P6,EMP10,REF9,20,Skovde,2017/11/05 12:17:07,Test_category5
supplier7,759777,department4,10,CC2,P5,EMP9,REF8,20,Vaxjo,2018/06/30 16:46:24,Test_category4
supplier8,850863,department8,4,CC10,P8,EMP9,REF0,20,Skovde,2023/01/24 08:14:45,Test_category5
supplier10,84403,department10,8,CC5,P9,EMP8,REF3,0,Uppsala,2020/01/02 08:10:11,Test_category1
supplier3,150629,department2,8,CC9,P0,EMP4,REF0,25,Sundsvall,2023/02/17 13:32:42,Test_category4
supplier9,897808,department2,1,CC5,P4,EMP0,REF2,20,Lulea,2021/02/22 16:27:25,Test_category1
supplier4,532318,department3,6,CC0,P9,EMP7,REF2,20,Skovde,2019/06/06 14:15:18,Test_category5
supplier7,537248,department2,9,CC0,P5,EMP2,REF6,25,Norrkoping,2015/07/13 17:03:48,Test_category2
supplier10,949509,department3,7,CC8,P10,EMP5,REF4,25,Uppsala,2019/09/18 08:55:34,Test_category4
supplier0,435315,department2,10,CC1,P6,EMP1,REF1,20,Norrkoping,2015/01/02 15:44:49,Test_category0
supplier9,190569,department5,10,CC6,P3,EMP2,REF8,20,Sundsvall,2022/09/30 15:24:30,Test_category0
supplier8,648573,department1,0,CC4,P2,EMP0,REF1,0,Stockholm,2016/10/03 08:35:29,Test_category6
supplier1,334186,department5,10,CC10,P4,EMP2,REF0,25,Stockholm,2015/05/01 10:56:01,Test_category2
supplier1,300860,department2,1,CC6,P10,EMP8,REF8,0,Lindkoping,2024/10/21 17:54:22,Test_category9
supplier6,363518,department1,5,CC7,P7,EMP7,REF0,10,Uppsala,2018/06/04 15:08:56,Test_category9
supplier4,259126,department7,9,CC9,P0,EMP2,REF9,20,Gothenburg,2017/01/13 10:55:51,Test_category10
supplier10,252368,department10,4,CC4,P3,EMP10,REF2,20,Skovde,2019/10/02 11:14:50,Test_category6
supplier5,863273,department10,7,CC2,P0,EMP9,REF7,10,Malmo,2020/05/14 14:35:19,Test_category5
supplier10,260149,department0,8,CC1,P8,EMP9,REF0,25,Vaxjo,2019/09/06 12:20:03,Test_category3
supplier4,369760,department10,7,CC4,P3,EMP0,REF10,0,Uppsala,2022/10/08 13:21:20,Test_category9
supplier4,634275,department8,7,CC10,P5,EMP4,REF9,0,Gothenburg,2024/06/02 16:12:08,Test_category2
supplier9,386569,department5,1,CC9,P10,EMP1,REF2,20,Vaxjo,2023/06/24 17:28:35,Test_category9
supplier3,810499,department5,1,CC0,P6,EMP10,REF6,10,Gothenburg,2018/11/28 09:46:12,Test_category1
supplier4,5382,department3,6,CC5,P5,EMP8,REF7,10,Uppsala,2015/04/02 08:14:04,Test_category3
supplier5,275419,department3,10,CC10,P9,EMP8,REF1,20,Malmo,2016/12/18 11:58:22,Test_category8
supplier2,292381,department5,4,CC7,P0,EMP2,REF5,25,Lindkoping,2015/12/05 09:53:45,Test_category6
supplier1,525589,department3,5,CC10,P5,EMP7,REF8,10,Sundsvall,2015/04/05 08:15:45,Test_category5
supplier10,38158,department9,9,CC9,P3,EMP9,REF3,0,Lulea,2016/11/03 14:21:43,Test_category8
supplier7,79062,department6,9,CC4,P4,EMP3,REF1,25,Stockholm,2024/07/19 14:19:44,Test_category4
supplier2,417674,department7,3,CC4,P6,EMP9,REF10,25,Vaxjo,2018/10/15 14:44:04,Test_category4
supplier5,949413,department0,8,CC7,P6,EMP2,REF10,0,Sundsvall,2019/05/20 10:25:57,Test_category0
supplier2,352813,department3,8,CC10,P2,EMP5,REF4,25,Stockholm,2021/02/12 10:24:50,Test_category1
supplier6,317589,department6,10,CC2,P1,EMP5,REF8,25,Sundsvall,2023/12/21 09:57:19,Test_category0
supplier9,407119,department1,9,CC7,P9,EMP9,REF9,10,Stockholm,2025/01/30 16:50:29,Test_category6
supplier6,361547,department7,1,CC6,P7,EMP0,REF9,0,Lulea,2017/03/01 08:43:16,Test_category10
supplier6,543316,department0,1,CC0,P2,EMP8,REF0,25,Vaxjo,2015/02/19 13:01:21,Test_category5
supplier9,932858,department0,3,CC2,P3,EMP9,REF0,0,Stockholm,2019/03/06 16:38:01,Test_category6
supplier8,834359,department9,2,CC2,P3,EMP10,REF1,0,Stockholm,2016/10/12 14:34:51,Test_category6
supplier5,890871,department10,0,CC9,P6,EMP8,REF4,10,Gothenburg,2024/02/18 14:35:11,Test_category5
supplier3,575330,department8,7,CC4,P5,EMP0,REF7,20,Lulea,2022/12/24 08:09:03,Test_category7
supplier5,533087,department4,4,CC9,P0,EMP10,REF5,10,Malmo,2016/03/20 10:11:30,Test_category8
supplier7,697596,department7,4,CC10,P5,EMP4,REF7,20,Vaxjo,2019/03/24 16:19:30,Test_category10
supplier7,167970,department7,3,CC3,P0,EMP8,REF7,10,Gothenburg,2021/08/27 10:16:05,Test_category0
supplier7,776892,department7,5,CC10,P8,EMP5,REF8,10,Lindkoping,2020/08/06 15:26:24,Test_category5
supplier2,377206,department0,9,CC4,P1,EMP6,REF7,0,Malmo,2021/03/02 12:23:29,Test_category8
supplier8,111448,department3,7,CC7,P6,EMP2,REF8,10,Lindkoping,2021/11/25 13:24:01,Test_category10
supplier4,580895,department8,7,CC2,P4,EMP8,REF2,20,Norrkoping,2024/06/26 13:30:11,Test_category10
supplier8,232536,department0,7,CC4,P2,EMP2,REF10,0,Gothenburg,2019/05/01 15:37:44,Test_category9
supplier10,108178,department5,1,CC5,P1,EMP10,REF8,20,Lulea,2021/09/30 16:11:02,Test_category6
supplier2,389094,department10,5,CC9,P2,EMP2,REF4,10,Sundsvall,2022/07/27 13:38:52,Test_category1
supplier1,975846,department1,2,CC2,P6,EMP8,REF5,25,Uppsala,2024/08/17 11:06:09,Test_category9
supplier5,591392,department0,1,CC0,P4,EMP7,REF0,0,Sundsvall,2022/11/07 10:59:40,Test_category8
supplier3,481148,department4,9,CC8,P3,EMP0,REF8,10,Stockholm,2016/01/04 14:06:47,Test_category6
supplier1,470079,department9,1,CC6,P2,EMP4,REF1,10,Uppsala,2016/05/15 12:46:59,Test_category9
supplier2,41856,department3,3,CC4,P8,EMP5,REF3,10,Stockholm,2016/10/02 14:01:04,Test_category4
supplier9,790115,department3,10,CC2,P10,EMP9,REF4,20,Uppsala,2017/01/26 15:44:25,Test_category2
supplier4,678855,department0,10,CC3,P5,EMP6,REF9,20,Norrkoping,2022/07/21 17:05:53,Test_category5
supplier2,545472,department10,5,CC8,P1,EMP8,REF5,25,Vaxjo,2015/05/12 12:21:04,Test_category3
supplier8,194198,department9,9,CC6,P4,EMP10,REF1,0,Sundsvall,2017/01/31 12:36:04,Test_category10
supplier3,994680,department2,2,CC2,P0,EMP1,REF4,10,Vaxjo,2021/10/03 14:52:53,Test_category1
supplier3,469619,department3,8,CC5,P3,EMP3,REF1,25,Skovde,2023/04/19 09:43:44,Test_category7
supplier0,148310,department9,10,CC7,P8,EMP6,REF8,20,Lindkoping,2019/10/06 11:22:04,Test_category8
supplier5,894493,department6,3,CC3,P1,EMP0,REF1,20,Sundsvall,2016/01/06 15:49:31,Test_category9
supplier4,580754,department1,0,CC5,P5,EMP2,REF1,10,Vaxjo,2016/02/06 11:49:34,Test_category10
supplier5,259508,department8,9,CC8,P10,EMP8,REF0,10,Lindkoping,2020/01/19 13:05:00,Test_category3
supplier0,18716,department7,8,CC7,P2,EMP1,REF2,0,Norrkoping,2018/08/23 14:07:15,Test_category3
supplier10,960749,department2,10,CC2,P7,EMP8,REF1,0,Uppsala,2024/06/29 12:37:07,Test_category2
supplier7,346699,department2,6,CC2,P3,EMP1,REF5,25,Uppsala,2018/09/04 09:15:14,Test_category0
supplier4,33818,department10,0,CC0,P8,EMP0,REF2,20,Malmo,2016/04/23 10:19:42,Test_category4
supplier6,163626,department10,10,CC3,P9,EMP9,REF2,0,Stockholm,2018/04/26 10:10:09,Test_category1
supplier8,998061,department10,4,CC3,P9,EMP3,REF10,25,Stockholm,2024/12/22 09:51:37,Test_category2
supplier1,257152,department2,4,CC1,P3,EMP9,REF0,20,Lulea,2018/02/11 16:52:02,Test_category3
supplier9,767328,department5,3,CC7,P1,EMP4,REF5,25,Vaxjo,2020/06/05 12:13:37,Test_category4
supplier10,187934,department4,8,CC8,P9,EMP2,REF0,25,Lindkoping,2017/08/27 17:09:12,Test_category4
supplier1,553588,department7,10,CC2,P0,EMP2,REF0,10,Malmo,2022/04/19 10:50:00,Test_category2
supplier1,715826,department3,3,CC0,P3,EMP9,REF1,20,Sundsvall,2020/02/05 10:08:35,Test_category9
supplier2,634399,department0,9,CC7,P3,EMP1,REF2,10,Gothenburg,2023/04/04 14:43:13,Test_category5
supplier4,286857,department7,1,CC8,P5,EMP6,REF10,25,Malmo,2019/12/18 09:24:40,Test_category6
supplier6,418456,department3,0,CC0,P3,EMP10,REF6,25,Uppsala,2019/01/13 16:55:33,Test_category1
supplier4,852948,department8,2,CC9,P3,EMP10,REF2,25,Vaxjo,2015/08/13 14:21:04,Test_category7
supplier8,158135,department4,2,CC10,P10,EMP6,REF0,20,Skovde,2016/08/15 15:06:30,Test_category6
supplier9,520909,department9,0,CC5,P6,EMP2,REF1,0,Skovde,2022/10/01 13:05:23,Test_category8
supplier8,809560,department9,5,CC8,P10,EMP9,REF7,10,Lindkoping,2020/12/09 17:48:43,Test_category4
supplier6,685413,department2,9,CC8,P4,EMP3,REF4,10,Vaxjo,2021/09/15 12:04:48,Test_category7
supplier8,277241,department4,2,CC0,P5,EMP9,REF10,0,Gothenburg,2023/05/16 10:06:34,Test_category9
supplier10,867062,department1,8,CC7,P0,EMP4,REF3,10,Vaxjo,2023/07/16 16:10:52,Test_category1
supplier1,499743,department5,4,CC7,P5,EMP3,REF7,25,Uppsala,2018/12/09 12:39:15,Test_category9
supplier3,990065,department4,8,CC0,P8,EMP5,REF8,10,Lulea,2017/04/28 15:26:15,Test_category9
supplier6,769232,department9,2,CC5,P0,EMP9,REF10,10,Skovde,2015/05/24 16:59:00,Test_category10
supplier10,716275,department3,6,CC0,P7,EMP5,REF6,25,Stockholm,2021/09/18 13:25:53,Test_category4
supplier8,604417,department7,9,CC6,P3,EMP10,REF1,0,Norrkoping,2015/11/01 12:41:58,Test_category2
supplier5,153372,department0,8,CC1,P1,EMP4,REF4,25,Norrkoping,2021/11/07 15:17:07,Test_category0
supplier4,548655,department6,1,CC2,P10,EMP5,REF4,10,Lulea,2022/03/24 12:32:31,Test_category5
supplier10,952871,department9,6,CC9,P8,EMP8,REF1,20,Lindkoping,2021/05/29 15:50:44,Test_category8
supplier0,990033,department8,1,CC6,P6,EMP0,REF7,25,Sundsvall,2022/06/03 15:23:12,Test_category9
supplier3,530359,department8,10,CC4,P2,EMP9,REF9,10,Gothenburg,2019/12/01 11:32:29,Test_category6
supplier0,400317,department0,3,CC10,P6,EMP4,REF3,20,Malmo,2018/06/13 14:41:11,Test_category8
supplier2,772602,department1,3,CC1,P3,EMP2,REF9,0,Vaxjo,2016/03/31 14:36:46,Test_category10
supplier4,635125,department5,9,CC0,P7,EMP7,REF0,10,Malmo,2015/01/09 09:33:49,Test_category1
supplier6,639100,department4,10,CC10,P7,EMP8,REF7,25,Stockholm,2022/06/14 09:29:32,Test_category2
supplier2,311695,department7,2,CC1,P7,EMP1,REF7,25,Stockholm,2023/12/21 10:19:02,Test_category2
supplier3,171221,department7,2,CC8,P6,EMP5,REF0,0,Sundsvall,2016/02/27 08:34:23,Test_category2
supplier8,521890,department3,9,CC7,P3,EMP2,REF10,0,Malmo,2022/07/27 11:02:12,Test_category0
supplier9,76336,department7,4,CC4,P2,EMP10,REF1,20,Skovde,2022/03/06 09:12:21,Test_category4
supplier10,434540,department7,2,CC8,P0,EMP0,REF4,20,Uppsala,2019/07/27 08:57:33,Test_category7
supplier2,389011,department5,5,CC2,P9,EMP8,REF5,20,Gothenburg,2016/01/12 14:43:06,Test_category0
supplier6,334236,department9,3,CC1,P3,EMP2,REF0,10,Norrkoping,2020/04/25 13:09:25,Test_category2
supplier4,333198,department6,0,CC9,P5,EMP1,REF2,25,Vaxjo,2018/02/17 15:49:27,Test_category5
supplier8,182613,department4,8,CC4,P5,EMP1,REF2,25,Vaxjo,2016/02/09 08:37:36,Test_category1
supplier0,399577,department3,9,CC3,P2,EMP4,REF1,25,Skovde,2021/01/28 12:26:04,Test_category0
supplier1,486669,department7,5,CC2,P3,EMP6,REF2,10,Gothenburg,2024/08/26 09:50:33,Test_category0
supplier8,252989,department7,3,CC2,P8,EMP7,REF5,10,Norrkoping,2018/02/06 08:02:15,Test_category0
supplier3,871919,department4,4,CC10,P3,EMP4,REF3,25,Stockholm,2021/05/18 08:59:06,Test_category4
supplier1,665690,department5,9,CC4,P3,EMP9,REF10,0,Skovde,2015/04/28 14:54:02,Test_category10
supplier3,153936,department2,2,CC9,P5,EMP6,REF5,10,Lindkoping,2015/02/13 13:06:24,Test_category7
supplier1,5359,department0,7,CC7,P9,EMP10,REF6,20,Skovde,2016/08/21 16:51:20,Test_category7
supplier1,757407,department7,7,CC6,P3,EMP6,REF9,20,Lulea,2017/09/13 10:40:27,Test_category1
supplier2,17356,department5,5,CC3,P1,EMP9,REF8,10,Lindkoping,2015/08/21 17:18:16,Test_category1
supplier0,137790,department6,2,CC9,P8,EMP5,REF10,25,Lindkoping,2019/12/19 14:05:56,Test_category1
supplier5,398419,department2,9,CC3,P10,EMP7,REF4,25,Sundsvall,2021/01/09 15:27:00,Test_category4
supplier0,195289,department10,3,CC4,P9,EMP9,REF4,20,Gothenburg,2015/03/28 17:30:10,Test_category4
supplier7,303302,department1,5,CC6,P0,EMP10,REF3,10,Lindkoping,2024/06/08 10:21:25,Test_category3
supplier6,249595,department1,3,CC1,P4,EMP6,REF3,10,Gothenburg,2023/08/14 08:21:19,Test_category10
supplier0,331486,department5,2,CC4,P10,EMP9,REF6,25,Gothenburg,2018/10/16 16:01:58,Test_category8
supplier5,102226,department2,9,CC1,P8,EMP0,REF6,25,Malmo,2020/06/10 10:44:46,Test_category9
supplier3,29597,department2,1,CC3,P9,EMP10,REF10,0,Lindkoping,2024/02/05 12:31:55,Test_category2
supplier10,144818,department2,8,CC8,P10,EMP3,REF2,20,Sundsvall,2018/06/07 08:27:44,Test_category3
